0.016918    1.3429632032786876E-14
0.02417    1.3444196032786876E-14
0.040242    1.6517134032786877E-14
0.056314    2.5650962032786877E-14
0.072386    2.5873954032786876E-14
0.088458    2.7026688032786876E-14
0.10453    2.839222803278688E-14
0.120504    2.976852603278687E-14
0.136576    2.913765403278688E-14
0.152648    2.692630203278688E-14
0.16872    2.623939603278688E-14
0.184792    2.6139626032786877E-14
0.200864    2.5232852032786878E-14
0.216936    2.4796878032786876E-14
0.233008    2.4953628032786877E-14
0.24908    2.4361498032786878E-14
0.265152    2.3171958032786878E-14
0.281224    2.2510616032786876E-14
0.297296    2.1584966032786877E-14
0.31327    2.1134538032786878E-14
0.329342    2.1502664032786877E-14
0.345414    2.1701016032786878E-14
0.361486    2.2245340032786876E-14
0.377558    2.3175566032786876E-14
0.39363    2.3958568032786875E-14
0.409702    2.4693258032786877E-14
0.425774    2.5602584032786875E-14
0.441846    2.647690803278688E-14
0.457918    2.7387488032786878E-14
0.47399    2.7954208032786877E-14
0.490062    2.8407188032786877E-14
0.506036    2.8721172032786877E-14
0.522108    2.878743603278688E-14
0.53818    2.8136170032786876E-14
0.554252    2.676821003278688E-14
0.570324    2.4809242032786875E-14
0.586396    2.2467408032786877E-14
0.602468    2.0271764032786876E-14
0.61854    1.5873700032786876E-14
0.634612    1.5146314032786875E-14
0.650684    1.5227340032786878E-14
0.666756    1.5926302032786875E-14
0.682828    1.6924904032786876E-14
0.698802    1.8191048032786877E-14
0.714874    2.1587210032786877E-14
0.730946    2.2855070032786878E-14
0.747018    2.3877014032786876E-14
0.76309    2.4907670032786878E-14
0.779162    2.576881603278688E-14
0.795234    2.7042616032786877E-14
0.811306    2.7601064032786878E-14
0.827378    2.8332784032786878E-14
0.84345    2.9197472032786876E-14
0.859522    2.977024203278688E-14
0.875594    3.000863403278688E-14
0.891666    3.023591603278688E-14
0.90764    3.030574403278688E-14
0.923712    3.054662203278687E-14
0.939784    3.0794782032786875E-14
0.955856    3.032127603278688E-14
0.971928    2.8023904032786878E-14
